Site,Plot,Area Sampled (m2),Species,BD_cm,Stem Bio (g dry wt),Branch Bio (g dry wt),New Growth Bio (g dry wt),Tot Bio CALC ALLOM (g dry wt),Tot Bio SUM COMP (g dry wt),Stem Bio (g C m-2),Branch Bio (g C m-2),New Growth Bio (g C m-2),Tot Bio CALC ALLOM (g C m-2),Tot Bio SUM COMP (g C m-2)
HDF1,2,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
HDF1,2,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
HDF1,2,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
HDF1,2,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
HDF1,2,5,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.97,0.22,0.25,1.36,1.44
HDF1,2,5,Betula,0.69,7.28,1.27,1.84,9.33,10.39,0.68,0.12,0.17,0.88,0.98
HDF1,2,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
HDF1,1,5,Betula,2.07,97.27,109.90,27.17,243.86,234.34,9.14,10.33,2.55,22.92,22.03
HDF1,1,5,Betula,0.74,8.58,1.69,2.19,11.49,12.46,0.81,0.16,0.21,1.08,1.17
HDF1,1,5,Betula,0.63,5.87,0.88,1.47,7.12,8.22,0.55,0.08,0.14,0.67,0.77
HDF1,1,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
HDF1,1,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
HDF1,1,5,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.18,0.01,0.04,0.16,0.23
HDF1,1,5,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.07,0.00,0.02,0.05,0.09
HDF1,1,5,Betula,0.31,1.10,0.05,0.26,0.87,1.41,0.10,0.00,0.02,0.08,0.13
HDF1,1,5,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.05,0.00,0.01,0.03,0.06
HDF1,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
HDF1,1,5,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.83,0.17,0.21,1.12,1.21
HDF1,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
HDF1,1,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
HDF1,1,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
HDF1,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
HDF1,1,5,Betula,0.53,3.90,0.44,0.96,4.26,5.30,0.37,0.04,0.09,0.40,0.50
HDF1,1,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
HDF1,1,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
HDF1,1,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
HDF1,1,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
HDF1,1,5,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.30,0.03,0.07,0.32,0.41
HDF1,1,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
HDF1,1,5,Betula,0.89,13.27,3.57,3.43,19.88,20.27,1.25,0.34,0.32,1.87,1.91
HDF1,1,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
HDF1,1,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
HDF1,1,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
HDF1,1,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
HDF1,1,5,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.30,0.03,0.07,0.32,0.41
MDF2,1,5,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.51,0.07,0.13,0.61,0.71
MDF2,1,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
MDF2,1,5,Betula,0.57,4.64,0.58,1.15,5.29,6.37,0.44,0.05,0.11,0.50,0.60
MDF2,1,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
MDF2,1,5,Betula,0.51,3.57,0.37,0.88,3.80,4.82,0.34,0.03,0.08,0.36,0.45
MDF2,1,5,Betula,0.82,10.94,2.56,2.81,15.59,16.31,1.03,0.24,0.26,1.47,1.53
MDF2,1,5,Betula,0.9,13.62,3.74,3.53,20.55,20.89,1.28,0.35,0.33,1.93,1.96
MDF2,1,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
MDF2,1,5,Betula,0.51,3.57,0.37,0.88,3.80,4.82,0.34,0.03,0.08,0.36,0.45
MDF2,1,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
MDF2,1,5,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.18,0.01,0.04,0.16,0.23
MDF2,1,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
MDF2,1,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
MDF2,1,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
MDF2,1,5,Betula,0.67,6.79,1.13,1.71,8.55,9.63,0.64,0.11,0.16,0.80,0.91
MDF2,1,5,Betula,0.57,4.64,0.58,1.15,5.29,6.37,0.44,0.05,0.11,0.50,0.60
MDF2,1,5,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.38,0.04,0.09,0.42,0.52
MDF2,1,5,Betula,0.82,10.94,2.56,2.81,15.59,16.31,1.03,0.24,0.26,1.47,1.53
MDF2,1,5,Betula,0.74,8.58,1.69,2.19,11.49,12.46,0.81,0.16,0.21,1.08,1.17
MDF2,1,5,Betula,0.67,6.79,1.13,1.71,8.55,9.63,0.64,0.11,0.16,0.80,0.91
MDF2,1,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
MDF2,1,5,Betula,0.83,11.25,2.69,2.90,16.16,16.84,1.06,0.25,0.27,1.52,1.58
MDF2,1,5,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.11,0.01,0.03,0.09,0.14
MDF2,1,5,Betula,0.63,5.87,0.88,1.47,7.12,8.22,0.55,0.08,0.14,0.67,0.77
MDF2,1,5,Betula,0.31,1.10,0.05,0.26,0.87,1.41,0.10,0.00,0.02,0.08,0.13
MDF2,1,5,Betula,0.57,4.64,0.58,1.15,5.29,6.37,0.44,0.05,0.11,0.50,0.60
MDF2,1,5,Betula,0.31,1.10,0.05,0.26,0.87,1.41,0.10,0.00,0.02,0.08,0.13
MDF2,1,5,Betula,0.08,0.05,0.00,0.01,0.02,0.05,0.00,0.00,0.00,0.00,0.01
MDF2,1,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
MDF2,1,5,Betula,0.94,15.10,4.46,3.93,23.38,23.48,1.42,0.42,0.37,2.20,2.21
MDF2,1,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
MDF2,1,5,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.08,0.00,0.02,0.06,0.10
MDF2,1,5,Betula,0.51,3.57,0.37,0.88,3.80,4.82,0.34,0.03,0.08,0.36,0.45
MDF2,1,5,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.18,0.01,0.04,0.16,0.23
MDF2,1,5,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.18,0.01,0.04,0.16,0.23
MDF2,1,5,Betula,0.41,2.13,0.15,0.51,1.99,2.80,0.20,0.01,0.05,0.19,0.26
MDF2,1,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
MDF2,1,5,Betula,0.77,9.43,1.98,2.41,12.93,13.82,0.89,0.19,0.23,1.22,1.30
MDF2,1,5,Betula,1.28,31.28,15.61,8.37,58.50,55.26,2.94,1.47,0.79,5.50,5.19
MDF2,1,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
MDF2,2,5,Betula,1.15,24.30,10.11,6.44,42.56,40.84,2.28,0.95,0.60,4.00,3.84
MDF2,2,5,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.71,0.13,0.18,0.92,1.01
MDF2,2,5,Betula,0.82,10.94,2.56,2.81,15.59,16.31,1.03,0.24,0.26,1.47,1.53
MDF2,2,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
MDF2,2,5,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.83,0.17,0.21,1.12,1.21
MDF2,2,5,Betula,0.76,9.14,1.88,2.33,12.44,13.35,0.86,0.18,0.22,1.17,1.26
MDF2,2,5,Betula,0.74,8.58,1.69,2.19,11.49,12.46,0.81,0.16,0.21,1.08,1.17
MDF2,2,5,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.51,0.07,0.13,0.61,0.71
MDF2,2,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
MDF2,2,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
MDF2,2,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
MDF2,2,5,Betula,0.33,1.28,0.06,0.30,1.04,1.64,0.12,0.01,0.03,0.10,0.15
MDF2,2,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
MDF2,2,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
MDF2,2,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
MDF2,2,5,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.71,0.13,0.18,0.92,1.01
MDF2,2,5,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.51,0.07,0.13,0.61,0.71
MDF2,2,5,Betula,1.15,24.30,10.11,6.44,42.56,40.84,2.28,0.95,0.60,4.00,3.84
MDF2,2,5,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.18,0.01,0.04,0.16,0.23
MDF2,2,5,Betula,1.03,18.73,6.46,4.91,30.68,30.11,1.76,0.61,0.46,2.88,2.83
MDF2,2,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
MDF2,2,5,Betula,0.84,11.58,2.82,2.98,16.74,17.38,1.09,0.27,0.28,1.57,1.63
MDF2,2,5,Betula,1.39,38.00,21.82,10.24,74.72,70.06,3.57,2.05,0.96,7.02,6.59
MDF2,2,5,Betula,0.81,10.62,2.44,2.73,15.03,15.79,1.00,0.23,0.26,1.41,1.48
MDF2,2,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
MDF2,2,5,Betula,0.99,17.06,5.50,4.46,27.27,27.02,1.60,0.52,0.42,2.56,2.54
MDF2,2,5,Betula,0.88,12.92,3.41,3.34,19.22,19.67,1.21,0.32,0.31,1.81,1.85
MDF2,2,5,Betula,1.35,35.47,19.38,9.53,68.52,64.38,3.33,1.82,0.90,6.44,6.05
MDF2,2,5,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.51,0.07,0.13,0.61,0.71
MDF2,2,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
MDF2,2,5,Betula,1.15,24.30,10.11,6.44,42.56,40.84,2.28,0.95,0.60,4.00,3.84
MDF2,2,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
MDF2,2,5,Betula,1.1,21.88,8.44,5.77,37.29,36.09,2.06,0.79,0.54,3.51,3.39
MDF2,2,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
MDF2,2,5,Betula,0.63,5.87,0.88,1.47,7.12,8.22,0.55,0.08,0.14,0.67,0.77
MDF2,2,5,Betula,1.4,38.65,22.46,10.42,76.33,71.53,3.63,2.11,0.98,7.18,6.72
MDF2,2,5,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.97,0.22,0.25,1.36,1.44
MDF2,2,5,Betula,0.76,9.14,1.88,2.33,12.44,13.35,0.86,0.18,0.22,1.17,1.26
MDF2,2,5,Betula,0.86,12.24,3.11,3.16,17.95,18.50,1.15,0.29,0.30,1.69,1.74
MDF2,2,5,Betula,1.06,20.05,7.26,5.27,33.41,32.58,1.88,0.68,0.50,3.14,3.06
MDF2,2,5,Betula,1.01,17.89,5.97,4.68,28.94,28.53,1.68,0.56,0.44,2.72,2.68
MDF2,2,5,Betula,0.93,14.72,4.27,3.83,22.65,22.81,1.38,0.40,0.36,2.13,2.14
MDF2,2,5,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.51,0.07,0.13,0.61,0.71
MDF2,2,5,Betula,0.85,11.90,2.96,3.07,17.34,17.94,1.12,0.28,0.29,1.63,1.69
MDF2,2,5,Betula,0.97,16.26,5.06,4.24,25.67,25.56,1.53,0.48,0.40,2.41,2.40
MDF2,2,5,Betula,0.87,12.58,3.26,3.25,18.58,19.08,1.18,0.31,0.31,1.75,1.79
MDF2,2,5,Betula,1.08,20.95,7.83,5.52,35.32,34.30,1.97,0.74,0.52,3.32,3.22
MDF2,2,5,Betula,1.33,34.24,18.24,9.19,65.55,61.67,3.22,1.71,0.86,6.16,5.80
MDF2,2,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
MDF2,2,5,Betula,0.93,14.72,4.27,3.83,22.65,22.81,1.38,0.40,0.36,2.13,2.14
MDF2,2,5,Betula,1.2,26.86,12.01,7.14,48.29,46.02,2.53,1.13,0.67,4.54,4.33
MDF2,2,5,Betula,1.08,20.95,7.83,5.52,35.32,34.30,1.97,0.74,0.52,3.32,3.22
MDF2,2,5,Betula,1.25,29.58,14.18,7.89,54.52,51.65,2.78,1.33,0.74,5.12,4.86
MDF2,2,5,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.51,0.07,0.13,0.61,0.71
MDF2,2,5,Betula,1.38,37.36,21.19,10.06,73.14,68.61,3.51,1.99,0.95,6.88,6.45
MDF2,2,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
MDF2,2,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
MDF2,2,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
MDF2,2,5,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.42,0.05,0.10,0.47,0.57
MDF2,2,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
MDF2,3,5,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.45,0.06,0.11,0.52,0.63
MDF2,3,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
MDF2,3,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
MDF2,3,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
MDF2,3,5,Betula,1.15,24.30,10.11,6.44,42.56,40.84,2.28,0.95,0.60,4.00,3.84
MDF2,3,5,Betula,1.12,22.83,9.08,6.03,39.34,37.94,2.15,0.85,0.57,3.70,3.57
MDF2,3,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
MDF2,3,5,Betula,0.74,8.58,1.69,2.19,11.49,12.46,0.81,0.16,0.21,1.08,1.17
MDF2,3,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
MDF2,3,5,Betula,1.1,21.88,8.44,5.77,37.29,36.09,2.06,0.79,0.54,3.51,3.39
MDF2,3,5,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.06,0.00,0.01,0.04,0.08
MDF2,3,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
MDF2,3,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
MDF2,3,5,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.97,0.22,0.25,1.36,1.44
MDF2,3,5,Betula,0.95,15.48,4.65,4.03,24.13,24.16,1.45,0.44,0.38,2.27,2.27
MDF2,3,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
MDF2,3,5,Betula,0.73,8.31,1.60,2.11,11.04,12.02,0.78,0.15,0.20,1.04,1.13
MDF2,3,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
MDF2,3,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
MDF2,3,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
MDF2,3,5,Betula,0.88,12.92,3.41,3.34,19.22,19.67,1.21,0.32,0.31,1.81,1.85
MDF2,3,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
MDF2,3,5,Betula,0.77,9.43,1.98,2.41,12.93,13.82,0.89,0.19,0.23,1.22,1.30
MDF2,3,5,Betula,1.15,24.30,10.11,6.44,42.56,40.84,2.28,0.95,0.60,4.00,3.84
MDF2,3,5,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.83,0.17,0.21,1.12,1.21
MDF2,3,5,Betula,1.64,56.15,42.70,15.36,122.12,114.20,5.28,4.01,1.44,11.48,10.74
MDF2,3,5,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.71,0.13,0.18,0.92,1.01
MDF2,3,5,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.53,0.08,0.13,0.64,0.74
MDF2,3,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
MDF2,3,5,Betula,0.64,6.09,0.94,1.53,7.47,8.56,0.57,0.09,0.14,0.70,0.80
MDF2,3,5,Betula,0.82,10.94,2.56,2.81,15.59,16.31,1.03,0.24,0.26,1.47,1.53
MDF2,3,5,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.83,0.17,0.21,1.12,1.21
MDF2,3,5,Betula,0.83,11.25,2.69,2.90,16.16,16.84,1.06,0.25,0.27,1.52,1.58
MDF2,3,5,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.32,0.03,0.08,0.34,0.43
MDF2,3,5,Betula,11,5011.64,96874.38,1626.78,34805.08,103512.79,471.09,9106.19,152.92,3271.68,9730.20
MDF2,3,5,Betula,0.78,9.72,2.09,2.49,13.43,14.30,0.91,0.20,0.23,1.26,1.34
MDF2,3,5,Betula,0.73,8.31,1.60,2.11,11.04,12.02,0.78,0.15,0.20,1.04,1.13
MDF2,3,5,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.38,0.04,0.09,0.42,0.52
MDF2,3,5,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.66,0.11,0.17,0.84,0.94
MDF2,3,5,Betula,1.2,26.86,12.01,7.14,48.29,46.02,2.53,1.13,0.67,4.54,4.33
MDF2,3,5,Betula,0.98,16.66,5.28,4.35,26.46,26.28,1.57,0.50,0.41,2.49,2.47
MDF2,3,5,Betula,1.42,39.97,23.79,10.79,79.62,74.55,3.76,2.24,1.01,7.48,7.01
MDF2,3,5,Betula,1.05,19.60,6.99,5.15,32.48,31.74,1.84,0.66,0.48,3.05,2.98
MDF2,3,5,Betula,1.31,33.04,17.15,8.86,62.66,59.05,3.11,1.61,0.83,5.89,5.55
MDF2,3,5,Betula,1.31,33.04,17.15,8.86,62.66,59.05,3.11,1.61,0.83,5.89,5.55
MDF2,3,5,Betula,0.88,12.92,3.41,3.34,19.22,19.67,1.21,0.32,0.31,1.81,1.85
MDF2,3,5,Betula,1.35,35.47,19.38,9.53,68.52,64.38,3.33,1.82,0.90,6.44,6.05
MDF2,3,5,Betula,1.25,29.58,14.18,7.89,54.52,51.65,2.78,1.33,0.74,5.12,4.86
MDF2,3,5,Betula,1.05,19.60,6.99,5.15,32.48,31.74,1.84,0.66,0.48,3.05,2.98
MDF2,3,5,Betula,1.2,26.86,12.01,7.14,48.29,46.02,2.53,1.13,0.67,4.54,4.33
MDF2,3,5,Betula,0.76,9.14,1.88,2.33,12.44,13.35,0.86,0.18,0.22,1.17,1.26
MDF2,3,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
MDF2,3,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
MDF2,3,5,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.19,0.01,0.05,0.17,0.25
MDF2,3,5,Betula,0.9,13.62,3.74,3.53,20.55,20.89,1.28,0.35,0.33,1.93,1.96
MDF2,3,5,Betula,0.79,10.02,2.20,2.57,13.95,14.78,0.94,0.21,0.24,1.31,1.39
MDF2,3,5,Betula,0.89,13.27,3.57,3.43,19.88,20.27,1.25,0.34,0.32,1.87,1.91
MDF2,3,5,Betula,0.85,11.90,2.96,3.07,17.34,17.94,1.12,0.28,0.29,1.63,1.69
MDF2,3,5,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.25,0.02,0.06,0.25,0.33
MDF3,1,5,Betula,0.37,1.67,0.10,0.40,1.47,2.17,0.16,0.01,0.04,0.14,0.20
MDF3,1,5,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.38,0.04,0.09,0.42,0.52
MDF3,1,5,Betula,0.59,5.03,0.67,1.25,5.86,6.96,0.47,0.06,0.12,0.55,0.65
MDF3,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
MDF3,1,5,Betula,1.25,29.58,14.18,7.89,54.52,51.65,2.78,1.33,0.74,5.12,4.86
MDF3,1,5,Betula,0.86,12.24,3.11,3.16,17.95,18.50,1.15,0.29,0.30,1.69,1.74
MDF3,1,5,Betula,1.24,29.02,13.72,7.74,53.23,50.49,2.73,1.29,0.73,5.00,4.75
MDF3,1,5,Betula,0.98,16.66,5.28,4.35,26.46,26.28,1.57,0.50,0.41,2.49,2.47
MDF3,1,5,Betula,1.12,22.83,9.08,6.03,39.34,37.94,2.15,0.85,0.57,3.70,3.57
MDF3,1,5,Betula,0.89,13.27,3.57,3.43,19.88,20.27,1.25,0.34,0.32,1.87,1.91
MDF3,1,5,Betula,0.69,7.28,1.27,1.84,9.33,10.39,0.68,0.12,0.17,0.88,0.98
MDF3,1,5,Betula,1.81,70.86,63.73,19.55,163.69,154.14,6.66,5.99,1.84,15.39,14.49
MDF3,1,5,Betula,0.71,7.79,1.43,1.97,10.16,11.19,0.73,0.13,0.19,0.96,1.05
MDF3,1,5,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.42,0.05,0.10,0.47,0.57
MDF3,1,5,Betula,1.34,34.85,18.80,9.36,67.02,63.02,3.28,1.77,0.88,6.30,5.92
MDF3,1,5,Betula,1.72,62.83,51.81,17.26,140.68,131.89,5.91,4.87,1.62,13.22,12.40
MDF3,1,5,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.42,0.05,0.10,0.47,0.57
MDF3,1,5,Betula,1.36,36.09,19.97,9.71,70.04,65.77,3.39,1.88,0.91,6.58,6.18
MDF3,1,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
MDF3,1,5,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.40,0.05,0.10,0.45,0.55
MDF3,1,5,Betula,0.97,16.26,5.06,4.24,25.67,25.56,1.53,0.48,0.40,2.41,2.40
MDF3,1,5,Betula,1.58,51.42,36.70,14.02,109.32,102.14,4.83,3.45,1.32,10.28,9.60
MDF3,1,5,Betula,1.18,25.82,11.22,6.86,45.94,43.89,2.43,1.05,0.64,4.32,4.13
MDF3,1,5,Betula,1.12,22.83,9.08,6.03,39.34,37.94,2.15,0.85,0.57,3.70,3.57
MDF3,1,5,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.24,0.02,0.06,0.23,0.31
MDF3,1,5,Betula,0.74,8.58,1.69,2.19,11.49,12.46,0.81,0.16,0.21,1.08,1.17
MDF3,1,5,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.35,0.04,0.09,0.38,0.48
MDF3,1,5,Betula,1.12,22.83,9.08,6.03,39.34,37.94,2.15,0.85,0.57,3.70,3.57
MDF3,1,5,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.17,0.01,0.04,0.15,0.22
MDF3,1,5,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.42,0.05,0.10,0.47,0.57
MDF3,1,5,Betula,0.9,13.62,3.74,3.53,20.55,20.89,1.28,0.35,0.33,1.93,1.96
MDF3,1,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
MDF3,1,5,Betula,1.12,22.83,9.08,6.03,39.34,37.94,2.15,0.85,0.57,3.70,3.57
MDF3,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
MDF3,1,5,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.62,0.10,0.16,0.77,0.87
MDF3,1,5,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.38,0.04,0.09,0.42,0.52
MDF3,1,5,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.18,0.01,0.04,0.16,0.23
MDF3,1,5,Betula,0.24,0.60,0.02,0.14,0.41,0.76,0.06,0.00,0.01,0.04,0.07
MDF3,1,5,Betula,0.18,0.31,0.01,0.07,0.17,0.38,0.03,0.00,0.01,0.02,0.04
MDF3,1,5,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.15,0.01,0.04,0.13,0.19
MDF3,1,5,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.21,0.02,0.05,0.20,0.28
MDF3,1,5,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.42,0.05,0.10,0.47,0.57
MDF3,1,5,Betula,0.81,10.62,2.44,2.73,15.03,15.79,1.00,0.23,0.26,1.41,1.48
MDF3,1,5,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.14,0.01,0.03,0.12,0.18
MDF3,2,5,Betula,0.79,10.02,2.20,2.57,13.95,14.78,0.94,0.21,0.24,1.31,1.39
MDF3,2,5,Betula,1.01,17.89,5.97,4.68,28.94,28.53,1.68,0.56,0.44,2.72,2.68
MDF3,2,5,Betula,0.59,5.03,0.67,1.25,5.86,6.96,0.47,0.06,0.12,0.55,0.65
MDF3,2,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
